transaction_id,user_id,account_id,method,merchant,location,device,ip_address,amount,fraud_probability,status,created_at
235,551,302,debit_card,Merchant_30,Tokyo,mobile,73.1.218.143,3580.87,0.86,completed,2026-01-14 22:29:16
236,160,699,bank_transfer,Merchant_72,Los Angeles,desktop,241.18.130.178,3398.57,0.39,pending,2025-12-22 17:00:07
237,366,235,credit_card,Merchant_5,London,desktop,202.103.238.176,1633.01,0.53,pending,2025-12-28 15:19:37
238,522,94,credit_card,Merchant_89,Tokyo,tablet,66.228.11.118,2623.53,0.14,failed,2025-01-29 07:10:06
239,28,603,debit_card,Merchant_51,London,tablet,133.24.179.29,1740.5,0.56,completed,2026-04-30 14:16:17
240,385,378,bank_transfer,Merchant_1,Tokyo,mobile,63.249.105.245,1619.94,0.74,completed,2025-06-06 07:02:47
241,706,763,bank_transfer,Merchant_74,Los Angeles,tablet,55.85.37.135,3603.24,0.72,failed,2025-02-05 06:43:32
242,865,314,debit_card,Merchant_54,Tokyo,desktop,54.187.236.36,4425.75,0.2,completed,2026-01-07 06:45:45
243,432,326,bank_transfer,Merchant_6,Los Angeles,tablet,102.249.27.123,4710.86,0.83,failed,2025-02-12 06:39:59
244,703,344,credit_card,Merchant_74,New York,tablet,225.195.152.26,3353.41,0.09,completed,2026-02-16 02:41:34
245,153,267,paypal,Merchant_15,Los Angeles,tablet,218.183.70.254,1017.82,0.59,failed,2025-10-06 07:20:29
246,916,796,credit_card,Merchant_75,Los Angeles,desktop,47.246.122.69,1349.94,0.42,completed,2025-03-24 11:38:29
247,239,242,credit_card,Merchant_42,Online,mobile,144.119.5.1,2193.49,0.78,completed,2026-01-26 06:19:54
248,703,976,paypal,Merchant_43,Tokyo,mobile,152.235.238.19,1528.7,0.41,completed,2026-04-29 16:14:51
249,491,298,credit_card,Merchant_93,Online,desktop,249.32.157.115,4236.96,0.9,completed,2026-04-11 05:57:05
250,987,876,debit_card,Merchant_41,Tokyo,tablet,198.180.114.233,2157.44,0.35,failed,2025-04-21 02:48:14
251,491,267,debit_card,Merchant_14,Los Angeles,desktop,131.108.220.163,126.65,0.25,completed,2025-07-07 12:22:41
252,986,460,bank_transfer,Merchant_76,New York,mobile,50.203.69.164,603.29,0.53,completed,2025-09-14 09:56:40
253,841,485,credit_card,Merchant_33,New York,mobile,167.21.244.43,1806.27,0.53,completed,2026-02-24 14:00:19
254,813,954,paypal,Merchant_71,Los Angeles,desktop,205.12.226.208,492.3,0.28,completed,2026-03-12 17:42:10
255,880,616,debit_card,Merchant_31,Tokyo,desktop,233.57.72.29,3519.42,0.07,failed,2025-03-26 15:56:21
256,127,680,paypal,Merchant_99,Los Angeles,desktop,237.219.103.165,380.17,0.65,completed,2025-05-04 13:41:28
257,319,256,debit_card,Merchant_42,New York,mobile,154.246.248.55,4166.89,0.05,completed,2025-09-02 03:24:49
258,52,233,bank_transfer,Merchant_4,London,mobile,153.5.139.194,2900.1,0.4,completed,2026-02-20 09:08:23
259,210,246,credit_card,Merchant_57,Tokyo,desktop,209.103.8.14,594.1,0.16,completed,2026-02-08 00:43:54
260,449,255,bank_transfer,Merchant_47,Online,tablet,21.137.178.183,3909.68,0.33,pending,2026-01-29 16:48:15
261,613,832,paypal,Merchant_21,Online,mobile,188.239.52.1,3742.22,0.87,completed,2026-01-11 21:57:25
262,644,254,credit_card,Merchant_1,Online,desktop,181.238.49.207,4860.46,0.38,completed,2025-12-14 05:25:59
263,927,713,credit_card,Merchant_36,Los Angeles,tablet,25.83.160.232,904.01,0.25,completed,2025-02-10 17:58:20
264,29,346,credit_card,Merchant_42,Los Angeles,mobile,7.165.227.121,1873.94,0.12,completed,2025-12-27 04:35:07
265,997,381,paypal,Merchant_76,Tokyo,desktop,111.104.118.202,1037.76,0.04,completed,2025-02-21 16:20:57
266,416,486,bank_transfer,Merchant_83,Tokyo,tablet,7.115.254.133,4946.2,0.25,completed,2026-02-07 15:17:23
267,142,786,bank_transfer,Merchant_87,Los Angeles,mobile,220.113.52.173,4864.02,0.35,failed,2025-11-20 23:53:08
268,387,894,bank_transfer,Merchant_61,Tokyo,mobile,148.250.143.21,3203.63,0.21,completed,2025-03-19 12:07:18
269,661,719,credit_card,Merchant_46,Los Angeles,mobile,48.206.191.122,357.2,0.02,completed,2025-02-14 16:22:08
270,533,625,credit_card,Merchant_45,Online,desktop,250.69.140.239,754.68,0.77,pending,2025-11-09 21:29:29
271,351,257,paypal,Merchant_79,Online,tablet,41.115.146.171,3176.3,0.37,failed,2026-01-19 02:57:29
272,422,381,debit_card,Merchant_6,Online,tablet,151.29.19.99,685.01,0.07,completed,2025-01-05 05:20:42
273,267,275,credit_card,Merchant_77,Online,desktop,247.31.37.189,1548.83,0.76,completed,2025-05-31 23:55:31
274,185,653,credit_card,Merchant_19,New York,desktop,106.85.86.79,4931.8,0.3,completed,2025-01-14 22:14:00
275,30,620,paypal,Merchant_85,Los Angeles,desktop,68.95.48.55,1088.47,0.16,completed,2025-10-10 09:20:03
276,16,123,bank_transfer,Merchant_62,London,tablet,59.2.104.227,3757.0,0.13,completed,2026-03-02 23:02:28
277,427,270,credit_card,Merchant_44,London,mobile,112.11.112.135,2284.7,0.17,completed,2026-02-06 02:15:45
278,877,653,debit_card,Merchant_17,London,tablet,138.244.21.171,4903.14,0.29,failed,2026-02-02 01:16:31
279,303,619,credit_card,Merchant_64,Los Angeles,desktop,45.131.55.97,38.0,0.8,completed,2026-04-20 16:38:24
280,953,639,credit_card,Merchant_24,Online,tablet,72.239.241.204,3937.16,0.59,completed,2025-06-12 06:57:55
281,818,220,debit_card,Merchant_47,Los Angeles,tablet,229.51.76.164,2685.34,0.62,completed,2025-11-17 11:05:00
282,788,618,bank_transfer,Merchant_25,Online,mobile,151.65.76.174,4529.12,0.09,completed,2025-08-25 23:10:45
283,837,408,bank_transfer,Merchant_48,New York,mobile,148.77.225.110,439.9,0.97,pending,2025-03-19 10:50:36
284,167,465,credit_card,Merchant_88,Online,desktop,220.224.75.31,4496.8,0.23,completed,2026-04-12 00:53:15
285,334,271,bank_transfer,Merchant_24,London,tablet,53.164.107.30,2140.96,0.51,completed,2025-07-16 05:51:56
286,670,366,debit_card,Merchant_10,Online,mobile,67.125.251.45,3969.87,0.77,completed,2025-01-06 10:56:13
287,310,192,paypal,Merchant_66,Online,tablet,6.217.228.246,2223.68,0.3,completed,2025-08-07 01:10:16
288,481,717,bank_transfer,Merchant_21,Los Angeles,mobile,98.197.154.248,3425.12,0.37,pending,2026-04-28 17:58:48
289,337,224,bank_transfer,Merchant_81,New York,tablet,129.87.96.226,896.18,0.44,completed,2025-03-10 10:02:14
290,190,312,credit_card,Merchant_95,Los Angeles,tablet,182.213.192.108,2517.55,0.64,completed,2025-04-30 19:22:16
291,956,273,credit_card,Merchant_42,Los Angeles,tablet,5.40.171.36,3174.6,0.01,pending,2026-04-18 18:32:58
292,205,938,credit_card,Merchant_78,Los Angeles,desktop,92.21.139.215,3698.25,0.96,completed,2025-06-08 01:56:47
293,829,985,bank_transfer,Merchant_82,Online,mobile,161.175.31.37,2519.22,0.46,completed,2025-04-18 07:04:37
294,84,606,bank_transfer,Merchant_6,Tokyo,mobile,85.58.26.186,721.68,0.9,completed,2026-01-31 14:11:50
295,491,407,credit_card,Merchant_70,New York,desktop,186.73.119.217,1278.29,0.29,completed,2026-02-25 03:53:08
296,36,438,debit_card,Merchant_79,Tokyo,mobile,195.207.56.109,1106.15,0.08,completed,2025-10-23 03:52:04
297,64,84,paypal,Merchant_29,Online,desktop,65.79.236.245,1599.39,0.43,completed,2025-05-30 10:04:20
298,141,417,bank_transfer,Merchant_50,Online,tablet,69.221.131.83,2960.56,0.87,completed,2025-07-28 09:02:58
299,656,860,bank_transfer,Merchant_4,Tokyo,mobile,50.145.225.78,1434.86,0.57,completed,2025-12-27 17:31:55
300,569,861,bank_transfer,Merchant_12,London,mobile,214.194.143.62,1207.25,0.81,completed,2025-06-07 08:07:52
301,198,595,debit_card,Merchant_78,London,tablet,180.182.27.255,366.06,0.86,pending,2025-02-04 19:40:58
302,919,466,credit_card,Merchant_65,Tokyo,tablet,192.167.193.105,3012.07,0.15,completed,2026-01-03 12:14:03
303,568,569,credit_card,Merchant_64,London,mobile,191.52.135.27,3418.59,0.08,completed,2025-11-19 01:16:15
304,709,376,bank_transfer,Merchant_29,London,mobile,190.49.99.181,1841.36,0.28,completed,2025-04-28 08:22:55
305,248,643,debit_card,Merchant_15,Los Angeles,desktop,61.80.116.162,2456.1,0.21,completed,2025-06-29 20:13:01
306,963,952,debit_card,Merchant_12,Los Angeles,tablet,29.82.142.110,714.14,0.19,completed,2025-03-13 03:16:28
307,932,246,bank_transfer,Merchant_83,Los Angeles,tablet,201.2.23.140,4004.28,0.61,completed,2025-10-01 18:06:04
308,582,397,paypal,Merchant_51,Online,mobile,44.35.95.40,651.85,0.5,completed,2025-03-23 00:49:46
309,588,516,bank_transfer,Merchant_44,Online,desktop,90.136.37.76,646.86,0.02,pending,2025-05-05 18:44:27
310,698,683,bank_transfer,Merchant_80,Tokyo,tablet,250.109.80.130,1769.55,0.95,completed,2026-01-10 22:01:38
311,550,342,bank_transfer,Merchant_5,Tokyo,mobile,10.37.10.151,4649.07,0.74,completed,2026-01-20 02:35:21
312,313,815,debit_card,Merchant_18,London,tablet,174.187.128.190,3319.82,0.17,pending,2025-07-06 12:28:24
313,790,286,bank_transfer,Merchant_90,Tokyo,mobile,57.127.230.202,3624.96,0.92,completed,2025-04-21 18:44:11
314,310,970,bank_transfer,Merchant_12,Los Angeles,mobile,107.233.240.64,930.73,0.18,completed,2025-05-26 12:11:12
315,530,415,debit_card,Merchant_97,Online,mobile,211.95.240.50,3233.41,0.31,completed,2025-05-01 11:01:43
316,88,300,bank_transfer,Merchant_41,New York,mobile,81.18.51.93,3355.31,0.79,completed,2025-12-15 12:27:29
317,677,400,paypal,Merchant_62,London,desktop,24.2.194.191,2595.9,0.14,completed,2025-11-01 15:21:33
318,715,711,credit_card,Merchant_12,Los Angeles,tablet,227.124.141.154,276.19,0.18,completed,2025-02-07 08:27:02
319,842,749,debit_card,Merchant_23,Los Angeles,mobile,13.220.12.152,1551.98,0.31,completed,2025-09-23 07:58:57
320,724,558,bank_transfer,Merchant_94,Tokyo,tablet,159.254.93.114,4979.83,0.67,completed,2025-03-06 13:10:47
321,954,124,debit_card,Merchant_30,Online,mobile,202.197.47.173,180.95,0.29,completed,2025-12-29 18:34:32
322,519,101,paypal,Merchant_59,Los Angeles,tablet,79.100.46.244,3639.46,0.49,completed,2026-03-16 18:45:29
323,810,296,paypal,Merchant_19,Los Angeles,desktop,118.121.194.44,458.78,0.91,completed,2025-01-25 22:35:08
324,674,607,paypal,Merchant_50,Los Angeles,mobile,58.245.210.198,2835.64,0.4,completed,2025-12-05 20:16:55
325,619,857,paypal,Merchant_76,Tokyo,tablet,194.177.247.180,375.84,0.25,completed,2025-02-21 13:13:00
326,30,565,bank_transfer,Merchant_27,Tokyo,mobile,204.151.237.237,4394.51,0.19,completed,2025-12-21 14:37:01
327,688,917,paypal,Merchant_85,Online,desktop,167.58.241.93,4024.91,0.51,completed,2026-04-25 15:59:34
328,490,724,debit_card,Merchant_14,New York,desktop,45.148.122.56,2069.8,0.61,completed,2025-06-26 10:28:20
329,940,474,credit_card,Merchant_41,London,mobile,147.225.69.246,957.52,0.25,completed,2025-08-14 11:02:37
330,831,816,credit_card,Merchant_51,New York,desktop,46.152.68.161,2247.88,0.23,pending,2026-02-21 04:17:57
331,682,403,bank_transfer,Merchant_22,Los Angeles,mobile,170.8.197.227,3187.12,0.48,completed,2025-07-09 22:25:08
332,518,433,paypal,Merchant_11,Los Angeles,tablet,112.39.201.123,1011.01,0.94,completed,2025-08-04 11:08:53
333,936,342,bank_transfer,Merchant_17,New York,desktop,26.182.21.221,1691.77,0.93,completed,2025-02-26 21:51:27
334,277,249,bank_transfer,Merchant_88,Tokyo,tablet,243.86.220.8,578.77,0.57,completed,2025-09-12 10:14:33
335,820,231,debit_card,Merchant_40,Los Angeles,mobile,185.42.47.165,3036.75,0.95,completed,2026-04-04 12:14:55
336,296,240,bank_transfer,Merchant_55,Tokyo,tablet,19.245.185.127,830.75,0.05,completed,2025-07-12 12:35:52
337,76,129,paypal,Merchant_28,London,mobile,132.40.9.158,3285.84,0.51,completed,2026-04-29 06:44:10
338,860,355,bank_transfer,Merchant_66,Online,mobile,211.101.216.162,945.68,0.95,completed,2025-10-01 23:11:44
339,869,306,paypal,Merchant_60,New York,mobile,47.78.2.230,3400.09,0.04,completed,2025-04-22 22:49:57
340,339,968,credit_card,Merchant_89,Online,desktop,127.9.95.156,3488.35,0.63,completed,2025-04-23 05:56:43
341,629,201,bank_transfer,Merchant_22,Online,mobile,192.160.242.129,4517.17,0.34,pending,2026-04-18 14:57:17
342,767,390,paypal,Merchant_39,Tokyo,desktop,143.148.202.70,4533.21,0.65,failed,2025-08-07 03:47:00
343,805,613,bank_transfer,Merchant_71,New York,desktop,245.138.80.56,2730.89,0.11,completed,2025-10-29 06:03:44
344,641,733,paypal,Merchant_75,Online,tablet,39.27.152.217,3890.1,0.02,failed,2025-04-25 15:31:11
345,984,786,paypal,Merchant_91,New York,desktop,139.137.14.121,4413.47,0.09,completed,2025-02-11 06:43:01
346,17,663,bank_transfer,Merchant_41,London,desktop,177.133.253.208,4507.19,0.94,pending,2025-03-14 23:04:24
347,866,465,bank_transfer,Merchant_1,New York,mobile,211.101.200.233,320.49,0.06,completed,2026-03-05 06:26:41
348,663,674,credit_card,Merchant_61,Los Angeles,tablet,56.211.201.205,1888.94,0.53,completed,2025-08-15 10:18:26
349,453,694,paypal,Merchant_67,Tokyo,mobile,36.122.129.17,766.03,0.68,pending,2025-10-10 05:23:04
350,169,954,credit_card,Merchant_7,New York,tablet,15.112.109.192,4436.94,0.17,completed,2025-04-15 14:39:22
351,356,524,debit_card,Merchant_59,Los Angeles,mobile,216.173.79.20,2390.24,0.5,completed,2025-08-24 01:52:00
352,354,58,credit_card,Merchant_66,Tokyo,tablet,247.137.15.8,2728.44,0.42,completed,2025-06-14 15:43:24
353,306,321,bank_transfer,Merchant_93,Los Angeles,mobile,67.210.249.144,4703.34,0.84,completed,2026-01-09 13:47:51
354,358,210,bank_transfer,Merchant_52,New York,desktop,22.220.250.12,2217.97,0.66,completed,2025-09-11 15:17:37
355,869,237,credit_card,Merchant_32,Online,tablet,195.149.155.67,3553.76,0.64,completed,2025-05-18 12:24:00
356,875,586,credit_card,Merchant_80,London,tablet,103.123.203.142,1436.36,0.08,completed,2026-01-09 17:07:34
357,702,416,bank_transfer,Merchant_24,London,desktop,137.60.118.191,182.18,0.26,completed,2025-09-08 23:27:13
358,571,671,paypal,Merchant_43,New York,desktop,60.32.239.246,2836.09,0.62,completed,2025-09-03 13:22:46
359,592,170,credit_card,Merchant_92,New York,mobile,240.139.244.73,2090.13,0.5,completed,2025-06-29 14:04:06
360,88,548,debit_card,Merchant_10,New York,desktop,179.36.115.29,2167.0,0.62,pending,2026-04-05 09:23:40
361,824,346,bank_transfer,Merchant_13,Los Angeles,tablet,87.230.241.11,3260.04,0.39,completed,2025-11-25 05:20:54
362,562,393,bank_transfer,Merchant_49,London,mobile,25.172.222.195,4246.74,0.23,completed,2026-01-09 07:16:31
363,636,5,debit_card,Merchant_74,New York,mobile,130.251.124.74,390.9,0.52,pending,2025-04-08 15:17:44
364,373,477,bank_transfer,Merchant_53,New York,mobile,91.81.139.70,3836.26,0.25,completed,2025-01-09 10:57:54
365,859,57,paypal,Merchant_76,Online,desktop,196.207.50.255,1138.51,0.77,completed,2025-02-20 10:39:39
366,51,866,debit_card,Merchant_5,London,desktop,246.191.23.164,474.8,0.51,failed,2025-01-25 00:09:52
367,693,137,paypal,Merchant_45,London,mobile,61.98.151.7,2276.0,0.09,completed,2025-08-16 08:52:58
368,780,171,paypal,Merchant_31,Online,tablet,81.109.173.246,4080.66,0.4,completed,2025-01-23 22:40:51
369,324,182,paypal,Merchant_41,Online,desktop,4.84.65.21,2790.99,0.61,completed,2025-12-05 19:55:41
370,301,855,paypal,Merchant_34,Los Angeles,mobile,12.218.54.54,4768.97,0.74,completed,2025-11-05 20:53:05
371,224,970,debit_card,Merchant_64,Los Angeles,mobile,243.19.28.89,1688.37,0.49,completed,2025-06-18 19:32:28
372,54,716,credit_card,Merchant_76,Los Angeles,desktop,202.155.119.27,4665.59,0.8,completed,2025-02-18 10:38:50
373,727,760,credit_card,Merchant_40,Tokyo,tablet,144.147.231.196,1519.32,0.66,completed,2025-06-01 01:36:20
374,527,607,debit_card,Merchant_60,Tokyo,tablet,33.24.203.26,4968.16,0.41,completed,2026-01-03 02:42:44
375,451,421,paypal,Merchant_58,Online,desktop,153.35.225.168,471.08,0.82,failed,2025-09-04 06:33:05
376,946,256,paypal,Merchant_81,Tokyo,desktop,245.70.82.32,4238.6,0.39,completed,2026-02-13 04:52:57
377,153,526,bank_transfer,Merchant_77,New York,desktop,176.112.134.85,4624.56,0.39,completed,2026-02-06 11:02:39
378,967,723,paypal,Merchant_65,Online,desktop,202.136.206.120,2080.19,0.17,completed,2025-07-08 21:35:47
379,495,752,debit_card,Merchant_69,Online,desktop,8.139.68.101,3626.31,0.3,completed,2025-05-12 23:56:27
380,492,236,credit_card,Merchant_78,London,mobile,14.52.244.154,2832.15,0.32,completed,2025-03-02 15:25:45
381,213,888,debit_card,Merchant_63,London,tablet,20.184.139.174,1757.78,0.25,completed,2025-05-26 05:25:43
382,574,406,paypal,Merchant_37,Online,mobile,70.114.41.112,3330.66,0.1,completed,2025-11-26 23:25:56
383,225,594,bank_transfer,Merchant_58,Online,desktop,219.169.192.252,523.3,0.39,completed,2026-01-12 11:56:31
384,929,773,bank_transfer,Merchant_14,Online,desktop,124.176.231.45,2835.05,0.31,failed,2025-12-23 15:10:22
385,499,248,paypal,Merchant_57,Online,tablet,235.220.149.3,3363.11,0.81,completed,2026-04-16 02:28:50
386,494,331,debit_card,Merchant_88,Online,mobile,221.46.52.96,1779.14,0.72,completed,2025-03-19 09:24:16
387,196,799,credit_card,Merchant_74,Los Angeles,desktop,189.102.249.149,1635.74,0.67,completed,2026-03-08 13:27:14
388,501,988,paypal,Merchant_9,Los Angeles,mobile,31.53.191.235,1686.96,0.3,completed,2025-11-15 12:27:01
389,997,748,bank_transfer,Merchant_61,Online,desktop,1.105.185.246,1207.74,0.66,pending,2025-02-25 00:28:05
390,699,295,credit_card,Merchant_28,Tokyo,mobile,137.169.229.79,1652.72,0.77,completed,2025-03-01 22:07:48
391,338,691,paypal,Merchant_95,New York,tablet,81.248.74.85,1795.01,0.26,failed,2025-06-28 22:59:34
392,420,111,credit_card,Merchant_91,New York,mobile,146.116.196.57,276.79,0.31,completed,2025-05-04 12:11:13
393,22,279,debit_card,Merchant_12,Los Angeles,desktop,38.39.153.190,1654.84,0.81,failed,2026-03-18 10:41:11
394,994,676,credit_card,Merchant_71,New York,tablet,151.104.239.36,4129.41,0.44,pending,2025-07-09 15:05:03
395,380,721,debit_card,Merchant_57,London,tablet,225.206.80.171,476.21,0.22,pending,2025-09-08 06:34:12
396,361,841,credit_card,Merchant_38,London,mobile,216.62.208.164,2532.31,0.62,completed,2025-09-07 04:23:35
397,967,540,debit_card,Merchant_49,Tokyo,mobile,190.140.163.111,4412.27,0.35,completed,2026-02-07 04:49:19
398,583,919,credit_card,Merchant_28,Tokyo,desktop,168.8.95.147,884.99,0.55,completed,2025-07-05 15:40:22
399,774,325,debit_card,Merchant_78,Los Angeles,mobile,249.95.89.97,2856.37,0.97,completed,2025-05-26 03:13:11
400,372,603,paypal,Merchant_20,New York,mobile,189.222.254.246,2605.59,0.7,completed,2025-08-29 14:46:38
401,733,204,paypal,Merchant_27,Tokyo,tablet,109.255.88.120,43.49,0.63,completed,2026-03-30 22:59:03
402,433,460,debit_card,Merchant_38,Los Angeles,tablet,255.2.214.73,2099.44,0.96,pending,2025-10-29 19:59:14
403,848,432,credit_card,Merchant_19,New York,desktop,34.249.21.9,1477.66,0.49,pending,2025-04-29 22:10:44
404,840,645,credit_card,Merchant_50,Online,mobile,106.20.33.75,2149.12,0.29,completed,2026-04-21 04:54:27
405,637,553,debit_card,Merchant_13,Online,desktop,242.137.93.202,4524.96,0.64,completed,2025-06-11 01:51:13
406,854,746,debit_card,Merchant_64,New York,tablet,106.130.74.174,4850.45,0.04,pending,2025-07-29 15:06:27
407,290,221,paypal,Merchant_58,London,desktop,255.217.182.73,440.74,0.11,completed,2026-03-29 22:46:26
408,375,463,debit_card,Merchant_35,Online,desktop,186.184.228.161,35.97,0.42,pending,2025-02-21 18:51:59
409,843,767,debit_card,Merchant_71,Online,mobile,41.116.108.218,2014.81,0.51,failed,2026-04-05 22:09:22
410,209,464,bank_transfer,Merchant_52,Tokyo,mobile,102.102.32.47,4428.75,0.34,failed,2026-02-12 09:17:40
411,582,118,credit_card,Merchant_15,New York,desktop,39.178.164.253,4100.07,0.3,completed,2025-02-17 04:04:14
412,318,733,paypal,Merchant_37,London,mobile,69.178.172.176,723.5,0.03,completed,2026-03-01 09:32:58
413,632,807,credit_card,Merchant_65,Los Angeles,desktop,86.58.77.202,2127.63,0.7,completed,2025-12-16 11:34:34
414,145,429,credit_card,Merchant_71,Tokyo,desktop,143.253.173.117,900.75,0.84,completed,2025-06-04 15:53:13
415,63,338,bank_transfer,Merchant_3,Tokyo,desktop,125.64.218.13,405.41,0.54,completed,2025-04-14 03:23:19
416,406,732,credit_card,Merchant_54,Online,mobile,46.124.155.201,2470.47,0.81,pending,2025-11-03 13:29:18
417,606,450,bank_transfer,Merchant_61,Online,desktop,235.241.237.181,2097.43,0.84,completed,2025-03-10 21:02:55
418,411,145,credit_card,Merchant_6,Tokyo,mobile,226.182.27.54,2226.64,0.09,completed,2025-06-16 22:22:19
419,190,685,bank_transfer,Merchant_54,London,tablet,197.103.104.113,1822.66,0.4,completed,2025-02-09 04:38:56
420,334,976,paypal,Merchant_63,Tokyo,mobile,90.26.72.81,3533.88,0.14,failed,2025-07-25 21:02:19
421,404,985,bank_transfer,Merchant_77,Tokyo,mobile,178.111.190.126,2866.38,0.49,completed,2026-02-20 12:09:59
422,959,360,credit_card,Merchant_20,Tokyo,mobile,114.76.239.33,944.24,0.66,completed,2025-02-06 02:23:54
423,852,352,bank_transfer,Merchant_3,London,tablet,251.235.153.157,3638.48,0.6,completed,2025-01-26 02:43:45
424,929,501,debit_card,Merchant_5,Los Angeles,mobile,214.230.26.12,4563.07,0.82,completed,2025-12-17 17:06:29
425,361,791,bank_transfer,Merchant_60,New York,tablet,241.114.154.16,4850.01,0.59,completed,2025-07-24 20:19:20
426,195,239,debit_card,Merchant_62,Los Angeles,tablet,18.19.14.2,3352.83,0.19,completed,2025-09-13 06:48:09
427,348,406,bank_transfer,Merchant_91,Online,desktop,217.14.122.95,675.02,0.58,pending,2025-05-12 21:23:02
428,287,926,debit_card,Merchant_9,Los Angeles,mobile,248.226.102.89,4264.53,0.45,completed,2025-08-17 18:59:18
429,757,612,credit_card,Merchant_23,Online,tablet,175.49.59.119,739.64,0.57,completed,2025-11-09 16:10:14
430,92,125,debit_card,Merchant_26,Tokyo,desktop,80.20.169.100,1205.5,0.21,completed,2025-02-18 17:13:36
431,764,472,paypal,Merchant_8,New York,tablet,245.108.233.69,3308.14,0.13,completed,2025-09-12 04:03:19
432,606,116,credit_card,Merchant_4,Los Angeles,tablet,217.20.231.38,840.76,0.17,completed,2026-01-27 01:48:29
433,523,455,debit_card,Merchant_14,New York,mobile,106.167.45.191,4616.84,0.56,completed,2026-01-30 23:25:38
434,711,679,debit_card,Merchant_41,New York,tablet,183.77.122.129,3249.55,0.62,completed,2025-06-21 11:42:51
435,933,971,debit_card,Merchant_54,Tokyo,desktop,254.113.126.209,1693.45,0.87,completed,2025-01-09 01:29:03
436,68,704,bank_transfer,Merchant_73,Tokyo,tablet,220.133.178.105,3036.77,0.73,completed,2026-04-25 03:51:46
437,597,237,bank_transfer,Merchant_37,New York,mobile,189.196.227.203,2089.86,0.86,completed,2025-11-11 22:55:09
438,543,10,paypal,Merchant_15,Tokyo,mobile,125.132.167.91,653.11,0.85,completed,2025-12-16 05:39:59
439,964,21,bank_transfer,Merchant_80,Online,mobile,250.144.140.200,2026.53,0.63,pending,2026-03-14 08:06:41
440,316,133,debit_card,Merchant_80,Online,tablet,255.203.46.42,621.42,0.64,completed,2026-03-05 01:44:40
441,226,248,debit_card,Merchant_40,Tokyo,tablet,225.87.154.135,1077.64,0.89,completed,2025-06-09 04:58:51
442,366,802,paypal,Merchant_95,Los Angeles,mobile,173.236.136.249,3962.78,0.56,completed,2025-08-16 04:28:08
443,761,645,debit_card,Merchant_79,Los Angeles,mobile,95.50.208.202,1401.37,0.81,completed,2025-03-23 17:07:03
444,505,983,paypal,Merchant_63,Los Angeles,tablet,176.81.113.4,4598.4,0.26,completed,2025-09-22 05:44:07
445,274,79,debit_card,Merchant_100,Tokyo,mobile,136.224.9.183,3813.07,0.38,completed,2025-04-15 10:46:03
446,920,900,bank_transfer,Merchant_78,New York,desktop,189.100.173.223,2937.78,0.8,completed,2025-10-03 09:37:53
447,638,369,debit_card,Merchant_76,Los Angeles,mobile,24.19.246.159,1071.71,0.27,completed,2025-12-05 18:28:57
448,142,336,credit_card,Merchant_81,Tokyo,desktop,239.38.132.129,243.05,0.89,completed,2025-04-22 05:09:43
449,968,540,paypal,Merchant_66,London,desktop,180.66.233.108,409.24,0.46,failed,2025-05-23 16:33:42
450,188,980,bank_transfer,Merchant_5,Los Angeles,mobile,118.141.241.50,4200.25,0.36,failed,2025-09-02 07:06:14
451,225,258,bank_transfer,Merchant_99,Tokyo,mobile,76.50.124.153,2830.82,0.39,completed,2026-01-30 14:18:53
452,467,585,credit_card,Merchant_78,Los Angeles,desktop,178.19.49.6,1007.5,0.1,completed,2025-03-08 23:32:11
453,490,783,credit_card,Merchant_37,Los Angeles,mobile,41.105.160.200,4823.27,0.36,pending,2025-06-20 23:16:00
454,878,276,credit_card,Merchant_60,London,desktop,96.99.111.198,4999.35,0.3,pending,2025-01-03 17:49:41
455,181,294,debit_card,Merchant_88,New York,desktop,79.121.11.128,1739.05,0.26,completed,2025-05-15 04:38:46
456,863,706,debit_card,Merchant_56,New York,tablet,184.143.137.166,457.51,0.63,completed,2025-02-17 23:59:56
457,108,236,debit_card,Merchant_82,London,desktop,79.27.122.154,4475.86,0.97,completed,2025-08-22 01:57:39
458,999,938,debit_card,Merchant_35,Online,tablet,46.141.169.239,4657.96,0.29,completed,2026-04-19 00:51:28
459,688,36,paypal,Merchant_92,New York,desktop,53.204.72.205,4292.64,0.91,completed,2025-10-04 13:54:10
460,654,238,paypal,Merchant_28,New York,tablet,62.209.17.115,2730.5,0.53,completed,2025-02-21 06:18:53
461,974,854,paypal,Merchant_89,Tokyo,tablet,116.123.196.21,4172.54,0.51,completed,2025-10-13 02:50:14
462,845,172,debit_card,Merchant_79,London,tablet,177.202.39.247,3376.39,0.27,completed,2025-11-22 04:47:55
463,775,317,paypal,Merchant_3,London,tablet,48.2.86.147,946.31,0.95,pending,2025-09-12 16:55:26
464,562,512,debit_card,Merchant_32,New York,desktop,113.104.215.121,483.74,0.63,completed,2025-12-13 05:53:38
465,714,547,debit_card,Merchant_3,London,desktop,61.222.107.236,1055.05,0.67,completed,2025-07-18 21:51:28
466,929,385,debit_card,Merchant_14,Los Angeles,tablet,181.166.21.104,3107.15,0.97,completed,2025-02-09 20:52:33
467,761,964,paypal,Merchant_36,New York,mobile,233.247.209.39,2875.86,0.08,pending,2026-03-26 16:25:52
468,33,275,credit_card,Merchant_79,Tokyo,mobile,50.115.36.10,227.5,0.26,completed,2025-11-15 18:42:37
